method,reference,source_table,c_value,f1_ceiling,aupr_ceiling,f1_ratio,aupr_ratio
attention_inferred,dorothea_human,probe_priors,0.09594516751774816,0.17509118222594727,0.09608149628043802,9.258680877360635e-05,0.002444763200537546
attention_inferred,dorothea_human,probe_priors,0.09788345373022792,0.1783130138224669,0.098022004155839,9.091391289498742e-05,0.0023963650649863563
attention_inferred,dorothea_human,probe_priors,0.09982173994270768,0.1815234893391135,0.09996249664514911,8.930598384660609e-05,0.0023498463347993905
attention_inferred,dorothea_human,probe_priors,0.10176002615518745,0.1847226687108979,0.10190297386678802,8.77593092381631e-05,0.0023050996202138995
attention_inferred,dorothea_human,probe_priors,0.10369831236766722,0.18791061145180576,0.10384343593503206,8.627045424125066e-05,0.0022620255603441235
attention_inferred,dorothea_human,probe_priors,0.10563659858014697,0.19108737665848788,0.10578388296023976,8.483623612495893e-05,0.002220532086606132
attention_inferred,dorothea_human,probe_priors,0.10757488479262672,0.19425302301391234,0.10772431504906105,8.345370154438938e-05,0.002180533765770715
attention_inferred,dorothea_human,probe_priors,0.10951317100510649,0.1974076087909775,0.10966473230463157,8.212010624100813e-05,0.0021419512127790917
attention_inferred,dorothea_human,probe_priors,0.11145145721758626,0.20055119185608783,0.11160513482675348,8.083289686122274e-05,0.0021047105648287043
attention_inferred,dorothea_human,probe_priors,0.11338974343006603,0.2036838296726922,0.11354552271206389,7.958969463972065e-05,0.0020687430093977886
attention_inferred,dorothea_human,probe_priors,0.11532802964254577,0.20680557930478538,0.11548589605419197,7.8388280728185e-05,0.002033984359863081
attention_inferred,dorothea_human,probe_priors,0.11726631585502553,0.20991649742037294,0.11742625494390568,7.722658297901417e-05,0.0020003746732041284
attention_inferred,dorothea_human,probe_priors,0.1192046020675053,0.2130166402949001,0.11936659946924885,7.610266401843423e-05,0.0019678579050039363
attention_inferred,dorothea_human,probe_priors,0.12114288827998507,0.21610606381464526,0.12130692971566967,7.501471046459286e-05,0.001936381597568845
attention_inferred,dorothea_human,probe_priors,0.1230811744924648,0.219184823480078,0.12324724576614095,7.396102316441583e-05,0.0019058965975167607
