method,reference,precision,recall,f1,aupr,pred_edges,true_edges,candidate_edges,reference_excluded,ref_nodes,overlap_nodes,ref_node_overlap_pct,gene_universe_overlap_pct,source_table,coverage_proxy_c,observed_base_rate,latent_true_edges_hat,latent_precision_hat,f1_ceiling,aupr_ceiling,f1_ceiling_ratio,aupr_ceiling_ratio,aupr_uplift_ratio,f1_ceiling_ci_low,f1_ceiling_ci_high,aupr_ceiling_ci_low,aupr_ceiling_ci_high,coverage_proxy_ci_low,coverage_proxy_ci_high,f1_ceiling_ratio_ci_low,f1_ceiling_ratio_ci_high,aupr_ceiling_ratio_ci_low,aupr_ceiling_ratio_ci_high
genie3,hpn_dream,0.0,0.0,0.0,3.015093128955917e-06,9410,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000653815999384e-06,-2.90322915084822e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.545256563768415e-06,4.8436087356702696e-06
genie3,beeline_gsd,0.0,0.0,0.0,1.2367733550178578e-06,9410,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3861074155192906e-06,-8.178670390032661e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2780157068559307e-06,1.82592085651484e-06
genie3,dorothea_trrust_union_immune,0.0323060573857598,0.0262453595786929,0.0289620349640356,0.0013042172802631,9410,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.27420713427807897,0.21079717457114028,0.11792458771705586,0.13739289923101616,0.01105975696427613,0.007064026985996908,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.13244607945167322,0.1425215197270491,0.01061472385605896,0.011521143675333745
grnboost2,hpn_dream,0.0,0.0,0.0,3.0151337497466787e-06,8060,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000707714739695e-06,-2.9031752517357977e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.5453043271770107e-06,4.84367399110636e-06
grnboost2,beeline_gsd,0.0,0.0,0.0,1.2367659043099808e-06,8060,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3860990651765236e-06,-8.178753893644368e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2780080076912814e-06,1.8259098565989274e-06
grnboost2,dorothea_trrust_union_immune,0.0348635235732009,0.0242596909263575,0.0286107010130835,0.0016239307463355,8060,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.29591437839943757,0.21079717457114028,0.11792458771705586,0.13572620729519266,0.013770925790573063,0.00978615006219084,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.13083939661879718,0.14079261329200127,0.013216798070822773,0.01434541600579696
scenic_grnboost2,hpn_dream,0.0,0.0,0.0,3.0148447640771995e-06,3488,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000324266676261e-06,-2.9035587024465227e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.5449645272777253e-06,4.843209748891176e-06
scenic_grnboost2,beeline_gsd,0.0,0.0,0.0,1.2375225195087353e-06,3488,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3869470377928752e-06,-8.170274148791728e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2787898535356563e-06,1.8270268918796088e-06
scenic_grnboost2,dorothea_trrust_union_immune,0.0229357798165137,0.0069066735733402,0.010616415632672,0.0004543169400756,3488,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.19467415602039465,0.21079717457114028,0.11792458771705586,0.05036317803723289,0.0038526057107417856,-0.00017224415675676807,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.048549856048545205,0.05224314147473782,0.0036975808670924428,0.0040133272422928435
scenic_pruned,hpn_dream,0.0,0.0,0.0,3.014751626104746e-06,29,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000200684163558e-06,-2.903682285812428e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.544855012249813e-06,4.8430601270129445e-06
scenic_pruned,beeline_gsd,0.0,0.0,0.0,1.237330177644851e-06,29,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3867314716321366e-06,-8.172429815150142e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2785910976988387e-06,1.8267429263337614e-06
scenic_pruned,dorothea_trrust_union_immune,0.0476190476190476,8.6333419666753e-05,0.0001723543605653,0.0003195052766069,29,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.4041806286899632,0.21079717457114028,0.11792458771705586,0.0008176312652954155,0.002709403380518996,-0.0013200654999626755,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.0007881925203674718,0.0008481519143890827,0.00260037980868634,0.002822433234493537
pidc_proxy,hpn_dream,0.0,0.0,0.0,3.014717318258888e-06,15000,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000155161916456e-06,-2.9037278083738116e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.5448146718322813e-06,4.8430050130331126e-06
pidc_proxy,beeline_gsd,0.0,0.0,0.0,1.2376754593969737e-06,15000,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.387118444390823e-06,-8.168560079034488e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2789478934696348e-06,1.8272526859837547e-06
pidc_proxy,dorothea_trrust_union_immune,0.0022,0.0028490028490028,0.0024827897528495,0.0003619776903496,15000,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.018673145045476305,0.21079717457114028,0.11792458771705586,0.0117780978701477,0.0030695692675908833,-0.0009584443928790018,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.011354028447104834,0.012217752280813815,0.00294605299535666,0.003197624384291179
pidc_full,hpn_dream,0.0,0.0,0.0,3.014724826426898e-06,9950,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,4.000165124322165e-06,-2.9037178458993233e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.544823500210305e-06,4.843017074560438e-06
pidc_full,beeline_gsd,0.0,0.0,0.0,1.2373111562757078e-06,9950,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3867101535299026e-06,-8.172642996642329e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2785714420291624e-06,1.826714843973726e-06
pidc_full,dorothea_trrust_union_immune,0.0,0.0,0.0,0.0003108644286504,9950,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.0,0.21079717457114028,0.11792458771705586,0.0,0.002636129026766473,-0.001393635912586288,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.0,0.0,0.002530053938658045,0.002746102049276095
pearson,hpn_dream,0.0,0.0,0.0,3.014392064481389e-06,49900,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,3.999723590581686e-06,-2.9041593826881113e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.544432226567658e-06,4.8424825077668985e-06
pearson,beeline_gsd,0.0,0.0,0.0,1.2367378828042471e-06,49900,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3860676602172127e-06,-8.179067943929637e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2779790517598555e-06,1.8258684868107261e-06
pearson,dorothea_trrust_union_immune,0.0013226452905811,0.0056980056980056,0.0021469349251012,0.0003420434736741,49900,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.011226339706698653,0.21079717457114028,0.11792458771705586,0.010184837294280944,0.002900527195352908,-0.0011281694654098546,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.009818133084247324,0.010565018261336469,0.0027838130001508056,0.00302153027953638
spearman,hpn_dream,0.0,0.0,0.0,3.0143920724455973e-06,49900,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,3.9997236011492e-06,-2.904159372120524e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.544432235932265e-06,4.842482520561034e-06
spearman,beeline_gsd,0.0,0.0,0.0,1.2367378828042471e-06,49900,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.3860676602172127e-06,-8.179067943929637e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2779790517598555e-06,1.8258684868107261e-06
spearman,dorothea_trrust_union_immune,0.0013426853707414,0.0057843391176724,0.0021794642421482,0.0003433953192191,49900,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.011396435762860585,0.21079717457114028,0.11792458771705586,0.010339153010861014,0.0029119908397986583,-0.001116659503071699,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.009966892676432944,0.0107250942955992,0.002794815359476488,0.003033472159916667
random,hpn_dream,0.0,0.0,0.0,3.0137961912244524e-06,49809,127,24408540,False,51,38,74.50980392156863,0.7700101317122594,grn_baselines_immune,0.7450980392156863,5.203096948854786e-06,170.44736842105263,0.0,0.8539325842696629,0.7536500951164481,0.0,3.998932940834811e-06,-2.9049500378935622e-06,0.7588602360816966,0.9158011496596365,0.6224889965160327,0.8504583729621673,0.611422064949023,0.8446800597253357,0.0,0.0,3.5437315770404375e-06,4.841525264726897e-06
random,beeline_gsd,0.0,0.0,0.0,1.2366896630794875e-06,49809,48,24408540,False,17,15,88.23529411764706,0.303951367781155,grn_baselines_immune,0.8823529411764706,1.966524831063226e-06,54.4,0.0,0.9375,0.8922637172058658,0.0,1.386013618207177e-06,-8.179608365221066e-07,0.7910666202888551,0.981942467922407,0.6773422576134794,0.9677293861726465,0.6543508795530443,0.9645255176814908,0.0,0.0,1.2779292240647705e-06,1.8257972972101605e-06
random,dorothea_trrust_union_immune,0.0004818406312112,0.002072002072002,0.0007818608287724,0.0003119518721161,49809,11583,24408540,False,17731,2089,11.781625401838587,42.33029381965552,grn_baselines_immune,0.11781625401838587,0.0004745470232959448,98314.10866443274,0.004089763634277543,0.21079717457114028,0.11792458771705586,0.0037090669282596857,0.0026453505427094346,-0.0013843771378827916,0.2032116624879575,0.21867038333209596,0.1132020671746185,0.12286869615988484,0.11309716244560322,0.1227568335958219,0.003575522285513842,0.0038475194740309614,0.002538904390398075,0.002755708264894252
